item_name, price
Intel Core I9-9900K Coffee Lake 8-Core, 16-Thread, 3.6 Ghz (5.0 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I99900K Desktop Processor Intel Uhd Graphics 630, $529.99 (21 Offers)

–
Intel Core I7-9700K Coffee Lake 8-Core 3.6 Ghz (4.9 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I79700K Desktop Processor Intel Uhd Graphics 630, $379.99 (26 Offers)

–
Intel Core I5-9600K Coffee Lake 6-Core 3.7 Ghz (4.6 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I59600K Desktop Processor Intel Uhd Graphics 630, $199.79 (29 Offers)

–
Intel Core I5-9400F Coffee Lake 6-Core 2.9 Ghz (4.1 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I59400F Desktop Processor Without Graphics, $159.99 (13 Offers)

–
Intel Core I9-9900Kf Coffee Lake 8-Core, 16-Thread, 3.6 Ghz (5.0 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I99900Kf Desktop Processor Without Graphics, $479.99 (10 Offers)

–
Intel Core I7-9700F Coffee Lake 8-Core 3.0 Ghz (4.7 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I79700F Desktop Processor Without Graphics, $329.99 (17 Offers)

–
Intel Core I5-9600Kf Coffee Lake 6-Core 3.7 Ghz (4.6 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I59600Kf Desktop Processor Without Graphics, $194.99 (20 Offers)

–
Intel Core I5-9400 Coffee Lake 6-Core 2.9 Ghz (4.1 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I59400 Desktop Processor Intel Uhd Graphics 630, $180.99 (21 Offers)

–
Intel Core I7-9700Kf Coffee Lake 8-Core 3.6 Ghz (4.9 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I79700Kf Desktop Processor Without Graphics, $379.45 (13 Offers)

–
Intel Core I5-9500 Coffee Lake 6-Core 3.0 Ghz (4.4 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I59500 Desktop Processor Intel Uhd Graphics 630, $219.99 (17 Offers)

–
Intel Core I7-8700K Coffee Lake 6-Core 3.7 Ghz (4.7 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I78700K Desktop Processor Intel Uhd Graphics 630, $439.99 (10 Offers)

–
Intel Core I7-6700K 8M Skylake Quad-Core 4.0 Ghz Lga 1151 91W Bx80662I76700K Desktop Processor Intel Hd Graphics 530, $292.99 (14 Offers)

–
Intel Core I7-9700 Coffee Lake 8-Core 3.0 Ghz (4.7 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I79700 Desktop Processor Intel Uhd Graphics 630, $366.88 (11 Offers)

–
Intel Core I3-9100F Coffee Lake 4-Core 3.6 Ghz (4.2 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I39100F Desktop Processor Without Graphics, $74.99 (21 Offers)

–
Intel Core I7-7700 Kaby Lake Quad-Core 3.6 Ghz Lga 1151 65W Bx80677I77700 Desktop Processor, $375.99 (8 Offers)

–
Intel Core I9-9900 Coffee Lake 8-Core, 16-Thread, 3.1 Ghz (5.0 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I99900 Desktop Processor Intel Uhd Graphics 630, $579.99 (4 Offers)

–
Intel Core I5-8600K Coffee Lake 6-Core 3.6 Ghz (4.3 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I58600K Desktop Processor Intel Uhd Graphics 630, $253.44 (18 Offers)

–
Intel Core I5-7400 Kaby Lake Quad-Core 3.0 Ghz Lga 1151 65W Bx80677I57400 Desktop Processor, $207.26 (8 Offers)

–
Intel Core I7-3770 Ivy Bridge Quad-Core 3.4Ghz (3.9Ghz Turbo) Lga 1155 77W Bx80637I73770 Desktop Processor Intel Hd Graphics 4000, $199.99 (3 Offers)

–
Intel Pentium Gold G5400 Coffee Lake Dual-Core 3.7 Ghz Lga 1151 (300 Series) 58W Bx80684G5400 Desktop Processor Intel Uhd Graphics 610, $59.59 (22 Offers)

–
Intel Core I3-8100 Coffee Lake Quad-Core 3.6 Ghz Lga 1151 (300 Series) 65W Bx80684I38100 Desktop Processor Intel Uhd Graphics 630, $119.99 (23 Offers)

–
Intel Core I3-9100 Coffee Lake 4-Core 3.6 Ghz(4.2 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I39100 Desktop Processor Intel Uhd Graphics 630, $136.99 (13 Offers)

–
Intel Core I5-3570 Ivy Bridge Quad-Core 3.4Ghz (3.8Ghz Turbo Boost) Lga 1155 77W Bx80637I53570 Desktop Processor Intel Hd Graphics 2500, $81.98 (3 Offers)

–
Intel Core I5-7500 Kaby Lake Quad-Core 3.4 Ghz Lga 1151 65W Bx80677I57500 Desktop Processor, $210.00 (6 Offers)

–
Intel Core I7-8086K Coffee Lake 6-Core 4.0 Ghz (5.0 Ghz Turbo) Lga 1151 (300 Series) 95W Bx80684I78086K Desktop Processor Intel Uhd Graphics 630, $726.00 (2 Offers)

–
Intel Core I3-8350K Coffee Lake Quad-Core 4.0 Ghz Lga 1151 (300 Series) 91W Bx80684I38350K Desktop Processor Intel Uhd Graphics 630, $191.52 (14 Offers)

–
Intel Core I5-8500 Coffee Lake 6-Core 3.0 Ghz (4.1 Ghz Turbo) Lga 1151 (300 Series) 65W Bx80684I58500 Desktop Processor Intel Uhd Graphics 630, $280.95 (2 Offers)

–
Intel Pentium G4560 Kaby Lake Dual-Core 3.5 Ghz Lga 1151 54W Bx80677G4560 Desktop Processor Intel Hd Graphics 610, $66.58 (6 Offers)

–
Intel Core I5-6600K 6M Skylake Quad-Core 3.5 Ghz Lga 1151 91W Bx80662I56600K Desktop Processor Intel Hd Graphics 530, $207.00 (7 Offers)

–
Intel Core I3-9350Kf Coffee Lake 4-Core 4.0 Ghz (4.6 Ghz Turbo) Lga 1151 (300 Series) 91W Bx80684I39350Kf Desktop Processor Without Graphics, $167.85 (8 Offers)

–
Intel Core I5-7600 Kaby Lake Quad-Core 3.5 Ghz Lga 1151 65W Bx80677I57600 Desktop Processor, $267.98 (3 Offers)

–
Intel Core I3-9300 Coffee Lake 4-Core 3.7 Ghz (4.3 Ghz Turbo) Lga 1151 (300 Series) 62W Bx80684I39300 Desktop Processor Intel Uhd Graphics 630, $171.99 (4 Offers)

–
Intel Core I3-7100 Kaby Lake Dual-Core 3.9 Ghz Lga 1151 51W Bx80677I37100 Desktop Processor Intel Hd Graphics 630, $124.98 (13 Offers)

–
Intel Pentium Gold G5600 Coffee Lake Dual-Core, 4-Thread, 3.9 Ghz Lga 1151 (300 Series) 54W Bx80684G5600 Desktop Processor Intel Uhd Graphics 630, $237.99 (2 Offers)

–
Intel Core I3-8300 Coffee Lake Quad-Core 3.7 Ghz Lga 1151 (300 Series) 65W Bx80684I38300 Desktop Processor Intel Uhd Graphics 630, $142.88 (9 Offers)

–
